id,expression
E024_185097,-0.49043733
E024_49089,-0.5942348
E024_82153,-0.21316765
E024_135773,-0.12931737
E024_163795,-0.65387565
E024_136982,0.6123531
E024_129946,-0.7080945
E024_196976,-0.43472004
E024_185291,-0.24510492
E024_149923,-0.80425286
E024_256683,-0.58883375
E024_123643,-0.5518704
E024_125954,-0.5090146
E024_22567,-0.41426194
E024_144741,-0.24331582
E024_255062,-0.69147336
E024_120054,-0.48808813
E024_86200,-0.67161745
E024_197763,-0.6489863
E024_188888,-0.11226417
E024_170379,-0.48866832
E024_169607,-0.8833985
E024_176542,-0.4819517
E024_163131,-0.44328994
E024_233527,-0.51805246
E024_164434,-0.133754
E024_186522,-0.6078301
E024_162804,-0.57184577
E024_181392,-0.7687857
E024_179909,0.16413032
E024_118322,-0.38979083
E024_152382,0.25310606
E024_168575,-0.49199456
E024_117069,-0.6834869
E024_224712,-0.48866832
E024_82781,1.0069458
E024_10818,-0.60132945
E024_174950,-0.68328834
E024_99250,-0.2925116
E024_122873,-0.7700788
E024_107679,-0.694419
E024_112972,0.61881065
E024_198062,-0.5564536
E024_127325,-0.5084578
E024_151718,-0.499807
E024_185056,-0.49950486
E024_102098,-0.49125957
E024_46651,-0.5043419
E024_125652,-0.114242956
E024_215529,0.25382298
E024_164256,-0.65415186
E024_138768,-0.67316663
E024_205413,-0.6432554
E024_125637,-0.9366231
E024_140465,-0.84283346
E024_123143,-0.70755
E024_197696,-0.9097422
E024_149532,-0.728923
E024_64932,0.7431071
E024_66697,-0.6800544
E024_169946,-0.81332463
E024_103222,-0.22377428
E024_168894,-0.43481952
E024_87495,-0.9200905
E024_8710,-0.5173938
E024_178404,0.18362193
E024_149575,-0.7027497
E024_162522,-0.68201405
E024_112576,-1.0385038
E024_259664,-0.36721617
E024_163874,-0.6691007
E024_173213,-0.5807052
E024_181355,-0.5379214
E024_142512,-0.5306504
E024_78098,-0.4849708
E024_117899,0.05073467
E024_166086,-0.59490705
E024_115762,-0.5872018
E024_11243,-0.4094292
E024_143437,-0.6894001
E024_83750,-0.4230169
E024_166452,-0.6522747
E024_136872,-0.6165689
E024_83457,-0.13963158
E024_172053,-0.9532106
E024_169223,-0.76510864
E024_171056,-0.45937765
E024_175595,-0.64129966
E024_185565,-0.73589754
E024_168394,-0.92885226
E024_106723,-0.75043607
E024_143845,-0.5579883
E024_115607,-0.5835031
E024_197446,-0.38773596
E024_111845,-0.37933427
E024_136688,-0.52131605
E024_122176,-0.6160088
E024_137513,-0.66655606
E024_153815,0.39821047
E024_100897,-0.62620986
E024_82175,-0.60226446
E024_102763,-0.7670243
E024_119723,-0.76144946
E024_138069,-0.49100155
E024_131381,-0.91308564
E024_137821,-0.8455333
E024_74590,0.14582641
E024_242441,-0.55612177
E024_181523,-0.7158576
E024_102802,-1.0191373
E024_182544,-0.7575329
E024_105339,0.35610443
E024_74219,-0.46173996
E024_186020,-0.57565314
E024_213619,-0.77710193
E024_63176,-0.23415604
E024_174238,-0.39316612
E024_177917,-0.46068048
E024_237541,-0.47201294
E024_171487,-0.3813026
E024_160408,-0.04002945
E024_99385,-0.9340935
E024_142864,1.7855122
E024_136052,-0.6279191
E024_115839,-0.56711096
E024_198937,-0.7529109
E024_93167,-0.04831232
E024_105135,-0.58212256
E024_92439,-0.6792236
E024_204524,-0.7067772
E024_155324,-0.41751117
E024_166526,-0.29091224
E024_184697,-0.3949699
E024_175003,-0.34966552
E024_204790,-0.40995598
E024_138942,-0.8180132
E024_25293,-0.025479585
E024_171840,0.45176977
E024_102317,0.55571264
E024_100298,-0.077904895
E024_16082,-1.0295846
E024_49769,-0.34473523
E024_148803,-0.9350971
E024_185112,-0.48541588
E024_189325,-0.34395844
E024_165091,-0.3768686
E024_197951,-0.9669953
E024_255561,-0.6655921
E024_176165,-0.6940183
E024_167550,-0.84209156
E024_180257,-0.89922404
E024_214013,-0.45431805
E024_183044,-0.8383374
E024_204848,-0.4720177
E024_223953,-0.6071523
E024_163902,-0.4717903
E024_125726,-0.8635095
E024_159720,-0.9697887
E024_138185,-0.6776619
E024_162643,-0.65603215
E024_156804,-0.85715365
E024_243989,-0.6105462
E024_116871,0.2922274
E024_102302,0.01687555
E024_183844,-0.47375047
E024_163694,1.8580822
E024_168268,-0.7887075
E024_160050,-0.7935953
E024_57657,-0.5360701
E024_215067,-0.65718853
E024_137496,-0.7466407
E024_131002,-0.48866832
E024_175866,-0.72980523
E024_148606,-0.8827837
E024_124541,-0.7103092
E024_206530,-0.4989379
E024_133275,-0.40891972
E024_197603,-0.86036193
E024_171217,0.3423859
E024_103485,-0.49839234
E024_165238,-0.6381206
E024_148143,-0.92326355
E024_204962,-0.37092477
E024_124466,-0.25970703
E024_162231,-0.5166291
E024_168078,-0.43328917
E024_173852,-0.14988823
E024_174899,-0.68808025
E024_118503,-0.8157536
E024_136448,-0.6952896
E024_104112,-0.701152
E024_166471,0.24092947
E024_159217,1.5102891
E024_169116,-0.7826344
E024_169727,-0.917291
E024_101166,-0.6519564
E024_92096,-0.8633253
E024_99625,-0.6552489
E024_135127,-0.7248235
E024_106400,0.053660557
E024_143921,-0.48052168
E024_149503,-0.4993989
E024_108602,-0.38930255
E024_198089,-0.77913564
E024_116882,-0.46363407
E024_115252,-0.35487568
E024_116191,-0.5932581
E024_226174,-0.5381559
E024_253831,-0.49390227
E024_159596,-0.6218793
E024_160223,-1.0900131
E024_84070,-0.5194286
E024_65243,-0.56399095
E024_181135,-0.602273
E024_103067,-0.073763765
E024_198336,-0.50714135
E024_125966,-0.9135163
E024_126368,0.5316608
E024_71054,1.4523501
E024_100505,-0.74947447
E024_77935,-0.65772766
E024_110031,-0.8241373
E024_124145,0.5625135
E024_259272,-0.4050172
E024_159761,-0.9692374
E024_196663,-0.9127145
E024_100426,-0.8490144
E024_205233,-0.3723663
E024_182687,-1.1223972
E024_116005,-0.6427528
E024_129422,-0.8847643
E024_154553,-0.77570677
E024_100796,-0.09642586
E024_163050,-0.6756812
E024_131871,-0.9900833
E024_111729,-0.71117985
E024_181585,-0.69699985
E024_102471,-0.759503
E024_183346,-0.14922525
E024_71553,0.09039821
E024_183495,-0.7286124
E024_214814,-0.6668613
E024_115419,-0.5991096
E024_182952,-0.52141494
E024_138078,-0.46229106
E024_121060,-0.5667499
E024_107447,-0.45517832
E024_213599,-0.50007355
E024_124664,-0.26261047
E024_255423,-0.16033372
E024_253304,-0.56028926
E024_177731,-0.72561055
E024_151575,0.6267241
E024_228716,-0.83558357
E024_164002,-0.93162036
E024_164180,-0.5610817
E024_176302,-0.4888814
E024_132669,-0.55879426
E024_184343,0.06580879
E024_159788,-0.85849464
E024_122779,2.7864637
E024_107872,0.21546255
E024_174792,-0.27251232
E024_222000,-0.65694886
E024_170322,-0.8526993
E024_166377,-0.65130585
E024_213551,-0.21983588
E024_172197,-0.5849389
E024_188959,-0.7137594
E024_39650,-0.3795702
E024_8324,-0.69249237
E024_77044,-0.6057758
E024_170074,-0.38952708
E024_110042,-0.04516031
E024_242247,0.38430524
E024_26559,-0.8372395
E024_138738,-0.47745395
E024_134108,-0.6350547
E024_86619,-0.75669533
E024_121691,-0.5746486
E024_140519,-0.6538791
E024_132122,-0.6631445
E024_152256,-0.5344828
E024_173039,-0.9401098
E024_101180,-0.91590595
E024_239697,-0.8096341
E024_177042,0.36849362
E024_156206,-0.55328834
E024_100522,-0.6701664
E024_90316,-0.5419805
E024_188130,-0.86092937
E024_100241,-0.48502904
E024_228727,-0.3611098
E024_171448,-0.5420673
E024_124613,-0.44664717
E024_129673,0.07134269
E024_158955,-0.2502283
E024_152217,-0.55110645
E024_82212,-0.50439364
E024_144455,-0.537699
E024_174990,-0.49442518
E024_144771,-0.46297514
E024_161021,-0.6757056
E024_132965,-0.40684575
E024_32444,-0.90652764
E024_178033,-0.5619578
E024_71889,-0.5082356
E024_180479,-0.8864257
E024_116138,-0.9591126
E024_179057,-0.13125539
E024_177464,-0.8384859
E024_185010,-0.12538253
E024_179546,-0.43080992
E024_129214,-0.81232953
E024_169515,-0.36422443
E024_197016,-0.91031337
E024_145920,-0.8278144
E024_184227,-0.4992631
E024_75089,-0.817935
E024_148814,-0.5669732
E024_184949,-0.75405806
E024_131149,-0.7156488
E024_143786,-0.15763111
E024_135912,-0.61871934
E024_147168,-0.3969583
E024_118971,1.6913036
E024_146094,-0.79855967
E024_164393,-0.2005958
E024_83067,-0.69100326
E024_142973,-0.47505903
E024_177576,-0.5368947
E024_8118,-0.73917913
E024_105821,-0.6964183
E024_151967,-0.28438652
E024_147118,-0.49399042
E024_102468,-0.64282334
E024_72210,0.052204072
E024_160972,-0.9120518
E024_115548,-0.49088013
E024_114279,-0.24550602
E024_170917,-0.7087139
E024_139719,-0.5467695
E024_256530,-0.7423097
E024_215277,0.5566913
E024_99999,-0.7267118
E024_197170,-0.7386292
E024_168993,-1.1017706
E024_159216,-0.47970033
E024_179918,-0.87460876
E024_165164,-0.5482269
E024_160321,-0.44449753
E024_172936,-0.68985623
E024_160111,-0.71437997
E024_104879,-0.010367036
E024_197111,-0.3730299
E024_123545,-0.72859406
E024_145113,0.15552999
E024_135436,-0.64355224
E024_147526,-0.58485764
E024_166136,-0.81086355
E024_33100,-0.8188913
E024_213512,-0.38278526
E024_119408,-0.79555756
E024_7866,-0.16944855
E024_184895,-0.48866832
E024_188124,-0.5867259
E024_176393,-0.60618204
E024_253258,-0.6936553
E024_42980,-0.19702782
E024_140043,-0.6841231
E024_170373,-0.54614204
E024_61676,-0.32462984
E024_145934,-0.21589321
E024_139155,-0.4586779
E024_176771,-0.21428297
E024_172345,-0.9275562
E024_104549,0.9756924
E024_120899,-0.24347283
E024_144724,0.77454
E024_167383,-0.6575321
E024_180611,0.048536837
E024_184029,-0.51354396
E024_162998,-0.43261462
E024_253320,0.5239493
E024_187720,-0.14089102
E024_160688,-0.3982038
E024_196581,-0.66864437
E024_124574,-0.64566857
E024_106610,-0.70540684
E024_144668,-0.68611974
E024_146409,-0.7492418
E024_157107,-0.8903628
E024_174255,-0.45753622
E024_180376,-0.8649604
E024_162722,-0.7819961
E024_63854,-0.7662967
E024_167037,-0.79833376
E024_181090,-0.20188023
E024_117640,-1.0122411
E024_80224,-0.9171062
E024_44524,-0.5743253
E024_108932,-0.658641
E024_162882,-0.5701525
E024_132357,-0.64747244
E024_125207,-0.8952464
E024_101200,-0.65642345
E024_168509,-0.68484557
E024_110497,-0.48629624
E024_114544,-0.5103936
E024_77420,-0.6997366
E024_172244,-0.62203985
E024_188313,-0.22963047
E024_176731,-0.7812672
E024_106636,-0.53633904
E024_137801,0.14941512
E024_133246,-0.34885463
E024_214871,-0.49943805
E024_167635,-0.46732408
E024_134917,-0.5813824
E024_158246,2.027642
E024_157542,-0.5786316
E024_169951,-0.47571635
E024_120158,-0.40196294
E024_65600,-0.71431446
E024_36054,-0.71393704
E024_170236,-0.42683512
E024_196497,-0.982694
E024_164543,-0.66831136
E024_214021,-1.0778513
E024_104973,-0.59942114
E024_88038,-0.20909306
E024_107736,-0.8836341
E024_14138,-0.34209067
E024_163069,-0.54157543
E024_121406,-0.6053309
E024_81052,-0.9172357
E024_143434,0.4383304
E024_144848,-0.67793715
E024_115902,-0.9370429
E024_168671,-0.23870212
E024_116754,-0.8471639
E024_246223,-0.633702
E024_139044,-0.86155677
E024_182405,-0.7696717
E024_127554,-1.1110787
E024_197813,-0.74345577
E024_198021,-0.5038016
E024_151917,-0.714767
E024_103544,-0.9230238
E024_167779,-0.5471532
E024_204231,-0.8287785
E024_86598,-0.6410446
E024_86544,-0.03696935
E024_165409,-0.55542237
E024_198435,0.5577151
E024_142188,-0.64403725
E024_176595,-0.7025615
E024_218416,-0.93906915
E024_188785,-0.8244812
E024_169297,-0.58631176
E024_173452,-0.5761447
E024_106355,-0.47121382
E024_221857,-0.49751198
E024_134873,-0.29278862
E024_109132,-0.87930745
E024_100034,-0.6789886
E024_204828,-0.48866832
E024_130227,-0.12540254
E024_143761,-0.17057903
E024_204439,0.00065808
E024_168612,-0.68835664
E024_179938,-0.33480367
E024_171723,-0.8733323
E024_186377,-0.3277585
E024_10318,-1.1485395
E024_116299,-0.9344554
E024_184164,-0.89030707
E024_60566,-0.45942485
E024_205755,-0.39331686
E024_169836,-0.7857524
E024_166263,-0.8226495
E024_134775,-0.6961408
E024_31081,-0.72148
E024_167880,-0.1824823
E024_144476,-0.51621187
E024_182636,-0.43872613
E024_80371,0.76636004
E024_213199,-0.7981267
E024_227164,-0.39044195
E024_168003,0.88905144
E024_65183,-0.80254215
E024_108278,-0.920107
E024_184967,-1.1058109
E024_182809,-1.0449525
E024_144671,-0.24904409
E024_175520,-0.57759666
E024_117152,-0.5008481
E024_111860,0.016143635
E024_186480,-0.095577106
E024_218328,-0.85988873
E024_142751,-0.8510196
E024_89248,-0.12597121
E024_189275,-0.53006566
E024_116815,-0.6407557
E024_184916,-0.5305324
E024_136158,0.8374171
E024_171357,-0.18450248
E024_235878,-0.50513405
E024_153233,-0.702825
E024_213859,-0.21273355
E024_28839,-0.608668
E024_136542,-0.76117283
E024_85231,-0.899873
E024_141741,-0.37349445
E024_168830,-0.951056
E024_123240,-0.9080975
E024_113100,-0.42130715
E024_124422,0.58070457
E024_110975,-0.83310497
E024_186998,-0.12005077
E024_111665,-0.7415087
E024_141556,-0.72185385
E024_250038,-0.3762437
E024_168517,-0.51077664
E024_125124,-0.44016165
E024_164654,-0.24156564
E024_145911,1.8151981
E024_72135,-0.8672783
E024_178105,-0.027099445
E024_137575,0.53632027
E024_232859,0.5754775
E024_165060,-0.58107483
E024_167705,-0.64201355
E024_173281,1.4880898
E024_153551,-0.5066518
E024_179002,-0.55052006
E024_257046,-0.43776548
E024_140682,-0.97712743
E024_107165,-0.39284867
E024_160948,-0.5962405
E024_159917,-0.6652977
E024_170122,-0.6040425
E024_255154,-0.4010433
E024_90863,-0.61699665
E024_152672,-0.63396555
E024_102554,-0.6826107
E024_185842,-0.62111807
E024_180694,-0.14530353
E024_155506,-0.019629255
E024_101337,-0.6244083
E024_129245,-0.41962564
E024_173467,-0.11007712
E024_104524,-0.82850814
E024_181061,0.060133755
E024_186281,-0.48866832
E024_114353,-0.3231117
E024_164626,1.2867739
E024_107937,-0.49345368
E024_236446,-0.43742937
E024_164418,-0.58884954
E024_206483,-0.48590237
E024_145284,-0.91003513
E024_104687,-0.3864782
E024_6704,-0.44550914
E024_115649,-0.89725673
E024_159263,-0.9785775
E024_60656,-0.81347096
E024_119537,-0.44017416
E024_248713,-0.518117
E024_159461,-0.49042636
E024_158195,-0.45237023
E024_183150,-0.06845598
E024_111186,-0.9622823
E024_221887,-0.7916933
E024_166341,-0.9811419
E024_188921,-0.7238524
E024_155287,-0.7791766
E024_184347,-0.89900804
E024_115170,-0.568735
E024_112701,0.9723561
E024_67840,-0.17641649
E024_175215,1.0643814
E024_136205,-0.34941363
E024_107185,-0.44628596
E024_197579,-0.25596285
E024_176022,-0.6916463
E024_166105,0.81582296
E024_158869,-0.55189687
E024_160410,-0.97885025
E024_136573,-0.6130092
E024_143919,-0.5531553
E024_170632,-0.48228836
E024_101871,-0.38754594
E024_187595,0.5275197
E024_256713,-0.43975383
E024_186166,-0.8924002
E024_160844,-0.53483605
E024_165186,-0.6547996
E024_229729,-0.8078134
E024_85274,-0.5922219
E024_204661,-0.32821792
E024_122705,-0.31803405
E024_136738,-0.6190748
E024_182175,-0.58604044
E024_93100,-0.7703406
E024_146215,-0.6344212
E024_100603,-0.2573744
E024_100578,-0.9321746
E024_113889,-0.3793568
E024_126759,-0.08056661
E024_196504,-0.4555685
E024_204533,-0.17998335
E024_163644,-0.67468363
E024_142224,-0.6034567
E024_162639,-0.94491065
E024_164916,-0.60580486
E024_158887,-0.6820161
E024_112319,-0.79360807
E024_148672,-0.68535966
E024_48162,-0.76057684
E024_102230,-0.5396547
E024_173905,-0.015615687
E024_173917,-0.92302275
E024_113209,-0.372213
E024_213799,-0.9051536
E024_178110,-0.79224706
E024_205177,-0.8357835
E024_161920,-0.76499635
E024_116991,-0.14881791
E024_139726,-0.6453035
E024_167315,-0.5739563
E024_153786,-0.77517366
E024_185055,-0.41179258
E024_120549,-0.8395126
E024_196407,-0.6032208
E024_185163,-1.1334529
E024_138363,-0.6200093
E024_178752,-1.0160427
E024_116266,-0.46784914
E024_80200,-0.3996977
E024_143774,-0.61133313
E024_198053,-0.21579337
E024_107611,0.007635668
E024_162989,-0.8562705
E024_167985,-0.71238834
E024_119326,-0.52422947
E024_133028,-0.50295854
E024_158467,-0.6977899
E024_213030,-0.38243955
E024_197497,-1.0309789
E024_85998,-0.16468824
E024_145506,-0.99385166
E024_246366,-0.56559813
E024_259363,-0.26629302
E024_169393,-0.5208958
E024_196312,0.45411336
E024_162063,-0.82416606
E024_175155,-0.6440812
E024_126243,-0.23753154
E024_106560,-0.5935127
E024_112902,-0.7119531
E024_185043,-0.9483403
E024_159189,-0.44872463
E024_181722,-0.5063154
E024_6007,-0.4740972
E024_197172,-0.37214476
E024_131196,-1.123743
E024_104938,-0.47575766
E024_233812,-0.43755555
E024_134996,-0.5395121
E024_104872,-0.4816894
E024_116120,-0.9002398
E024_136986,-0.5384095
E024_107815,-0.7693073
E024_196872,-0.81704676
E024_138315,-0.26497686
E024_116574,-0.70870733
E024_164932,-0.75281054
E024_160214,-0.94588095
E024_183876,-0.5173284
E024_70190,-0.41431445
E024_123388,-1.0169463
E024_119778,-0.44260305
E024_115339,-0.13900028
E024_68394,-0.5633425
E024_179751,-0.45414072
E024_183281,-0.3871729
E024_146282,-0.64064795
E024_162817,-0.9230377
E024_186453,-0.40371853
E024_122254,-0.82378894
E024_215218,-0.90095276
E024_180357,-0.3506136
E024_173093,-0.6295736
E024_198774,0.07923953
E024_186648,-0.7545179
E024_68784,-0.54288185
E024_144048,-0.9332864
E024_115232,-0.67512804
E024_146859,-0.41735
E024_125037,-0.8902327
E024_146872,-0.74038386
E024_123395,-0.6065118
E024_129864,-0.48866832
E024_172014,0.13384752
E024_137843,-0.6221986
E024_38358,-0.8389355
E024_54598,-1.0248379
E024_153721,0.65893316
E024_133805,1.6634206
E024_166188,-0.8674959
E024_133226,-0.6039402
E024_196862,-0.42529273
E024_132522,-0.6997893
E024_154781,-0.923564
E024_179698,-0.92486936
E024_259075,-0.1582696
E024_158321,-0.8002799
E024_187257,-0.63338137
E024_185104,-0.8946524
E024_103196,-0.77656853
E024_147082,-0.5416037
E024_145391,-0.7536512
E024_157168,-0.71598434
E024_56998,-0.19493142
E024_131484,-0.21968445
E024_149534,-0.54924643
E024_164985,0.9791932
E024_164933,-0.192468
E024_130311,-0.7159852
E024_173083,-0.71806264
E024_116679,1.0425376
E024_135070,0.20120828
E024_121797,-0.32943517
E024_179088,-0.62401915
E024_148343,-0.7354159
E024_171094,-0.71587324
E024_119737,-0.6280216
E024_156469,-0.9510305
E024_159714,-0.56180924
E024_107954,-0.83298063
E024_154146,-0.9098028
E024_186088,-0.4893399
E024_206532,-0.41183764
E024_132716,-0.7976378
E024_5961,-0.64318633
E024_168661,-0.48805732
E024_171365,-0.32511508
E024_149054,-0.76873255
E024_189266,-0.56132424
E024_21488,-0.21009853
E024_154227,-0.7193729
E024_135899,-0.5005659
E024_27847,-1.0280349
E024_140464,-0.90325373
E024_15592,-0.44102198
E024_175746,-0.5079121
E024_166922,-0.66231096
E024_251369,-0.6380339
E024_111961,-0.33706033
E024_178882,-0.28604627
E024_137038,-0.49336803
E024_152082,-0.6874106
E024_172660,-0.6372981
E024_121864,-0.12527478
E024_127580,-1.0017124
E024_196700,-0.62042356
E024_255986,-0.93600565
E024_176884,-0.881255
E024_116497,-0.6394363
E024_136449,-0.7826063
E024_100427,0.091565326
E024_167258,-0.40370858
E024_63169,-0.67189026
E024_186104,-0.61418426
E024_153093,0.97113466
E024_118762,-0.009127408
E024_166272,-0.78150666
E024_124198,-0.74829453
E024_162144,-0.62459177
E024_134824,-0.8583903
E024_70808,0.68994546
E024_100121,-0.538263
E024_100095,-0.9252198
E024_182674,-0.94556093
E024_164344,-0.37502736
E024_38002,-0.90797585
E024_166275,-0.46125966
E024_122507,-0.8908254
E024_143924,-0.714783
E024_136888,0.13263272
E024_256061,-0.5392453
E024_174804,-0.9037691
E024_100033,0.9774717
E024_181222,-0.58854645
E024_119004,-0.63514686
E024_109390,-0.18880025
E024_149328,-1.0863527
E024_188396,-0.6801737
E024_107758,-0.75299853
E024_259576,-0.12328716
E024_152601,-0.30948746
E024_179029,-0.65349215
E024_205212,-0.19148153
E024_136929,-0.55290085
E024_122543,-0.5349164
E024_70759,-0.5028045
E024_86189,-0.6531578
E024_112182,-0.7062396
E024_172458,-0.8873493
E024_128285,-0.41855523
E024_119048,-0.284979
E024_103546,-0.67435
E024_178252,-0.65278614
E024_177462,-0.41971228
E024_127585,-1.0500076
E024_100147,-0.76171017
E024_177192,-0.5965685
E024_173011,-0.6371835
E024_151079,-0.9391642
E024_154743,-0.49940056
E024_118702,0.32354957
E024_258865,-0.97249776
E024_4897,-0.8094442
E024_163900,-0.9219545
E024_160801,-0.80739725
E024_198408,-0.5854432
E024_137819,-0.9367767
E024_123562,-0.13079718
E024_118113,-0.54830444
E024_125319,-0.642995
E024_134825,-0.70011497
E024_223551,-0.6190498
E024_197177,-0.28228638
E024_196600,-0.46194136
E024_113643,-0.817144
E024_217236,-0.72511345
E024_251569,-0.8208827
E024_110665,-0.095678896
E024_100362,-0.78140306
E024_183010,-0.9289863
E024_137185,-0.84503263
E024_155592,-0.8807892
E024_140534,0.5996933
E024_168887,-0.5505513
E024_171790,-0.33284965
E024_166961,-0.51771873
E024_255302,-0.5507342
E024_106392,-0.5053407
E024_151650,-0.4144814
E024_162383,-0.2524815
E024_158604,-0.93548894
E024_122694,-0.70812815
E024_123411,-0.95770633
E024_163116,-0.72387457
E024_83782,-0.50285184
E024_140575,0.10814844
E024_178093,-0.598661
E024_156510,-0.4299287
E024_173193,-0.61827165
E024_231738,-0.5496614
E024_163634,-0.48661762
E024_151005,-0.43273914
E024_197360,-0.38801783
E024_137822,-0.4430169
E024_82556,-0.75169384
E024_138772,-0.765647
E024_185345,-0.735886
E024_93009,-0.59650075
E024_168056,-0.3419882
E024_124731,-0.4673776
E024_148484,-0.6935071
E024_188747,-0.89405054
E024_179058,-0.9099642
E024_65518,-0.32107013
E024_104231,-0.7327563
E024_111886,-0.44019336
E024_36473,-0.4412862
E024_174939,-0.62351495
E024_135540,-0.5801767
E024_196361,-0.777463
E024_149577,-0.75482714
E024_51382,-0.7212394
E024_115165,-0.5483542
E024_242180,-0.45295107
E024_130720,-0.3908918
E024_154556,0.022895321
E024_112685,-0.45545012
E024_164045,1.0000334
E024_186205,-0.5962444
E024_111704,1.4492465
E024_51009,-0.50902987
E024_213967,-0.54639804
E024_177000,0.25622326
E024_205002,-0.67202014
E024_157782,-0.94813776
E024_124678,-0.5351871
E024_119938,-0.90547216
E024_125895,-0.8473428
E024_257028,-0.5402333
E024_249319,-0.03305982
E024_135902,-0.96449476
E024_172500,-1.0115068
E024_139438,-0.7054
E024_158125,-0.4430014
E024_156299,-0.33852512
E024_172733,-0.45703453
E024_172530,-0.10458751
E024_130921,-0.73147
E024_10322,-0.30973372
E024_81148,-0.1084681
E024_184956,-0.47180974
E024_198046,-0.5696956
E024_106524,-0.62217325
E024_187699,-0.5056774
E024_198876,-0.51930416
E024_175792,-0.6169684
E024_126773,-0.44659227
E024_205268,-0.595995
E024_105486,-0.70343137
E024_183682,-0.85994434
E024_130598,-0.41386658
E024_155974,-0.2598539
E024_166819,-0.5617756
E024_125850,-0.67081094
E024_65717,-0.060462207
E024_198056,-0.7443012
E024_5020,-0.57060397
E024_221818,-0.9590138
E024_148841,0.47323942
E024_197444,-0.60339487
E024_136940,-0.71901983
E024_105698,-0.7466889
E024_147421,-0.67220545
E024_101294,-0.29205945
E024_240871,-0.33709657
E024_143340,-0.87604296
E024_114745,-0.59674263
E024_74319,-0.70146036
E024_257242,1.1524599
E024_104671,-0.69971174
E024_49192,-0.630894
E024_166183,-0.8371608
E024_108256,0.40176988
E024_166855,-0.6943388
E024_211450,-0.3066854
E024_74964,-0.27051345
E024_49759,-0.573149
E024_7516,-0.86710596
E024_128594,-0.57534546
E024_256391,-0.48037392
E024_125447,-0.32006532
E024_254245,-0.30105782
E024_145919,1.0200043
E024_180806,-1.0823512
E024_152778,-0.84975237
E024_122641,-0.5633439
E024_185420,-0.8140903
E024_135063,-0.6381342
E024_131966,-0.82189226
E024_121933,-0.5191402
E024_100580,-0.83857656
E024_198573,-0.47373086
E024_168038,-0.39509135
E024_127022,-0.61650395
E024_242221,-0.48030043
E024_104237,-0.6373847
E024_169692,-0.45612723
E024_168395,-0.6167493
E024_138668,0.6902528
E024_187091,-0.7838182
E024_168412,-0.7738498
E024_259210,0.16999434
E024_204580,0.25708437
E024_110448,-0.49225128
E024_107672,-0.15031257
E024_103647,-0.6696708
E024_166313,-0.6999552
E024_157064,-0.7365819
E024_123901,-0.9128097
E024_169062,-0.6112207
E024_140943,-0.76620084
E024_170290,-0.5015142
E024_74211,-0.9287367
E024_161265,-0.8197842
E024_170855,-0.5425694
E024_127129,0.29460865
E024_129682,-0.4372247
E024_171310,-0.6133435
E024_129910,-0.34350818
E024_72163,-0.58508754
E024_138135,-0.81231153
E024_182578,0.33663368
E024_15285,-0.6435058
E024_170634,-0.3444245
E024_156983,-0.67530966
E024_145721,-0.18219252
E024_72415,-0.6022042
E024_165197,-0.75059444
E024_142168,-0.042195827
E024_77009,-0.33913314
E024_180318,-0.89105844
E024_139718,1.3470966
E024_174744,-0.91185385
E024_121316,-0.8728143
E024_116833,-0.8499557
E024_169067,-0.43646765
E024_163633,-0.05602269
E024_160211,-0.50293607
E024_43039,-0.82250565
E024_123353,-0.2921758
E024_105492,-0.6680031
E024_166676,-0.87641346
E024_99622,0.11020796
E024_250232,-0.44984764
E024_100138,-0.5193421
E024_184898,-0.74233663
E024_81665,-0.61063075
E024_119686,-0.69106257
E024_83544,-0.6978577
E024_105792,-0.61485904
E024_171700,-0.9494563
E024_111404,0.3512259
E024_66855,-0.9446655
E024_169683,-0.5812525
E024_160299,-0.43278545
E024_81803,-0.7579664
E024_171246,-0.6250612
E024_149599,-0.92497194
E024_167840,-0.9130243
E024_130772,-0.8956821
E024_146416,-0.05396329
E024_54282,0.019983262
E071_3,-0.54283625
E071_5,-0.5005017
E071_419,-0.59963304
E071_457,-0.4795714
E071_460,-0.2792388
E071_938,-0.0089883655
E071_971,-0.03300272
E071_1036,-0.5637775
E071_1084,-0.47985655
E071_1167,-0.58242637
E071_1460,0.23007907
E071_1461,-0.6321707
E071_1497,-0.93923247
E071_1561,-0.63703614
E071_1617,-0.6104826
E071_1626,-0.3439421
E071_1629,-0.3601967
E071_1630,-0.45588684
E071_1631,-0.5032213
E071_2016,-0.115097836
E071_2330,-0.68892854
E071_2549,0.69565403
E071_2586,0.33614004
E071_2587,0.12941776
E071_2726,-0.55981416
E071_2746,-0.7052832
E071_2822,-0.34960288
E071_2834,0.55398226
E071_2919,0.22520398
E071_2933,-0.5408324
E071_3056,-0.34868932
E071_3096,-0.26377976
E071_3137,-0.613631
E071_3147,-0.67729294
E071_3249,-0.5414419
E071_3393,-0.015910342
E071_3400,0.7725459
E071_3402,0.676049
E071_3436,-0.39355755
E071_3509,-0.83906484
E071_3756,-0.107188426
E071_3987,-0.4794261
E071_3989,0.17778276
E071_4059,-0.58054256
E071_4139,-0.44641703
E071_4399,1.6445777
E071_4455,0.29843372
E071_4468,-0.6117046
E071_4487,-0.022784874
E071_4534,-0.55564046
E071_4660,0.07941835
E071_4700,-0.5051671
E071_4766,-0.839351
E071_4776,-0.7232338
E071_4777,-0.603415
E071_4779,-0.64752686
